,Date,Time,Vrms ph-n AN Avg,Vrms ph-n BN Avg,Vrms ph-n CN Avg,Vrms ph-n NG Avg,Current A Avg,Current B Avg,Current C Avg,Current Phi AN Avg,Current Phi BN Avg,Current Phi CN Avg,Active Power Total Avg,Apparent Power Total Avg,Reactive Power Total Avg,Cos Phi AN Avg,Cos Phi BN Avg,Cos Phi CN Avg,Cos Phi Total Avg
0,2019-08-31,3:21:43 PM.135,242.58,241.98,242.12,0.46,596.0,544.7,496.3,-7.74,-135.9,-248.54,389550,397650,73050,0.99,0.96,0.99,0.98
1,2019-08-31,3:22:13 PM.135,242.98,242.34,242.72,0.48,612.5,541.1,494.8,-18.12,-129.9,-240.3,397800,401550,26400,1.0,0.98,1.0,1.0
2,2019-08-31,3:22:43 PM.135,243.04,242.18,242.78,0.54,628.3,558.3,508.8,-291.9,-128.06,-238.58,408300,412950,13500,1.0,0.99,1.0,1.0
3,2019-08-31,3:23:13 PM.135,242.92,242.06,242.7,0.56,640.2,562.5,510.5,-359.42,-128.7,-238.82,412050,417300,16350,1.0,0.99,1.0,1.0
4,2019-08-31,3:23:43 PM.135,242.52,241.62,242.2,0.54,652.7,587.6,533.5,-167.08,-130.62,-242.02,424650,430650,35100,1.0,0.98,1.0,1.0
5,2019-08-31,3:24:13 PM.135,242.58,241.62,242.22,0.54,656.8,595.0,546.1,-1.78,-130.56,-242.66,431250,436500,37200,1.0,0.98,1.0,1.0
6,2019-08-31,3:24:43 PM.135,242.4,241.38,242.08,0.54,659.5,588.8,542.2,-1.72,-130.54,-242.2,429150,434550,35850,1.0,0.98,1.0,1.0
7,2019-08-31,3:25:13 PM.135,242.28,241.18,241.98,0.54,652.2,575.6,532.5,-1.3,-130.02,-241.4,421800,427200,31050,1.0,0.98,1.0,1.0
8,2019-08-31,3:25:43 PM.135,242.54,241.28,242.18,0.54,648.3,574.9,531.1,-1.04,-129.9,-241.14,420750,426000,29400,1.0,0.99,1.0,1.0
9,2019-08-31,3:26:13 PM.135,242.56,241.64,242.22,0.54,663.5,586.5,543.0,-1.1,-129.98,-241.5,430500,435600,31050,1.0,0.98,1.0,1.0
10,2019-08-31,3:26:43 PM.135,242.26,241.42,241.92,0.54,659.5,586.7,540.7,-0.84,-129.82,-241.38,428550,433650,29400,1.0,0.99,1.0,1.0
11,2019-08-31,3:27:13 PM.135,242.36,241.48,242.0,0.52,648.9,582.9,536.1,-0.64,-129.5,-241.26,424200,429000,27600,1.0,0.99,1.0,1.0
12,2019-08-31,3:27:43 PM.135,242.58,241.78,242.28,0.52,648.2,582.8,536.3,-0.46,-129.02,-240.84,424650,429300,25050,1.0,0.99,1.0,1.0
13,2019-08-31,3:28:13 PM.135,242.6,241.66,242.22,0.54,651.5,584.8,539.0,-0.64,-129.22,-240.96,426450,431250,26400,1.0,0.99,1.0,1.0
14,2019-08-31,3:28:43 PM.135,242.46,241.36,242.0,0.54,643.0,578.6,534.1,-0.66,-129.38,-241.04,421200,426000,26700,1.0,0.99,1.0,1.0
15,2019-08-31,3:29:13 PM.135,242.52,241.62,242.12,0.54,660.7,599.7,555.7,-0.78,-129.3,-241.4,435450,440100,28650,1.0,0.99,1.0,1.0
16,2019-08-31,3:29:43 PM.135,241.3,240.4,240.94,0.52,801.0,748.8,701.2,-2.04,-128.86,-242.88,539250,542850,42450,1.0,0.99,1.0,1.0
17,2019-08-31,3:30:13 PM.135,241.38,240.44,241.08,0.52,799.4,748.9,702.3,-1.94,-128.7,-242.52,539550,543150,40650,1.0,0.99,1.0,1.0
18,2019-08-31,3:30:43 PM.135,241.14,240.2,240.8,0.52,797.9,748.2,702.0,-1.76,-128.54,-242.4,538350,541800,39000,1.0,0.99,1.0,1.0
19,2019-08-31,3:31:13 PM.135,241.42,240.46,241.08,0.52,798.6,743.3,699.6,-1.8,-128.46,-242.28,537450,540900,38550,1.0,0.99,1.0,1.0
20,2019-08-31,3:31:43 PM.135,241.44,240.4,241.08,0.52,805.3,745.7,704.0,-1.88,-128.5,-242.34,540750,544200,39450,1.0,0.99,1.0,1.0
21,2019-08-31,3:32:13 PM.135,241.66,240.62,241.24,0.54,801.9,736.2,698.7,-1.58,-128.26,-242.14,536850,540300,36750,1.0,0.99,1.0,1.0
22,2019-08-31,3:32:43 PM.135,241.48,240.54,241.1,0.52,795.9,731.3,688.4,-0.98,-127.82,-241.56,531600,535050,31350,1.0,0.99,1.0,1.0
23,2019-08-31,3:33:13 PM.135,241.44,240.48,241.1,0.52,812.5,743.3,701.1,-1.6,-128.24,-242.16,541350,544950,37200,1.0,0.99,1.0,1.0
24,2019-08-31,3:33:43 PM.135,241.62,240.68,241.34,0.54,817.7,747.8,705.7,-1.96,-128.6,-242.54,545100,548850,40950,1.0,0.99,1.0,1.0
25,2019-08-31,3:34:13 PM.135,242.04,241.16,241.8,0.52,805.0,737.0,694.1,-1.76,-128.44,-242.22,537600,541350,38250,1.0,0.99,1.0,1.0
26,2019-08-31,3:34:43 PM.135,242.0,241.1,241.74,0.52,806.5,739.9,696.3,-2.06,-128.7,-242.52,538950,542850,41100,1.0,0.99,1.0,1.0
27,2019-08-31,3:35:13 PM.135,241.98,241.1,241.74,0.52,798.6,739.9,691.5,-1.8,-128.6,-242.18,535950,539700,38700,1.0,0.99,1.0,1.0
28,2019-08-31,3:35:43 PM.135,242.08,241.22,241.84,0.52,784.0,728.7,681.2,-1.78,-128.7,-242.18,527550,531150,38250,1.0,0.99,1.0,1.0
29,2019-08-31,3:36:13 PM.135,241.84,240.9,241.58,0.52,781.7,725.6,678.0,-1.9,-128.86,-242.16,524700,528450,39000,1.0,0.99,1.0,1.0
30,2019-08-31,3:36:43 PM.135,241.5,240.62,241.26,0.52,795.1,735.8,691.0,-2.36,-129.12,-242.62,532650,536700,43200,1.0,0.99,1.0,1.0
31,2019-08-31,3:37:13 PM.135,241.68,240.9,241.4,0.54,795.4,727.3,687.7,-2.06,-128.96,-242.74,530550,534300,41850,1.0,0.99,1.0,1.0
32,2019-08-31,3:37:43 PM.135,242.0,241.14,241.7,0.54,786.2,721.5,682.8,-1.48,-128.28,-242.1,526650,530100,35700,1.0,0.99,1.0,1.0
33,2019-08-31,3:38:13 PM.135,241.98,241.2,241.76,0.52,787.5,715.8,677.0,-1.4,-128.06,-241.68,524400,527850,33450,1.0,0.99,1.0,1.0
34,2019-08-31,3:38:43 PM.135,241.96,241.2,241.74,0.54,776.1,700.7,663.2,-0.9,-127.56,-241.08,514800,518250,28050,1.0,0.99,1.0,1.0
35,2019-08-31,3:39:13 PM.135,241.76,240.94,241.48,0.52,777.6,706.7,666.0,-0.68,-127.42,-240.94,516900,520200,26550,1.0,0.99,1.0,1.0
36,2019-08-31,3:39:43 PM.135,241.6,240.72,241.2,0.52,778.7,709.9,670.4,-0.72,-127.64,-241.34,518250,521700,28500,1.0,0.99,1.0,1.0
37,2019-08-31,3:40:13 PM.135,241.54,240.72,241.16,0.52,786.3,715.1,676.9,-1.0,-127.74,-241.62,522900,526350,30750,1.0,0.99,1.0,1.0
38,2019-08-31,3:40:43 PM.135,241.6,240.7,241.22,0.54,758.5,688.6,650.8,-43.54,-127.44,-240.94,503400,506850,24900,1.0,0.99,1.0,1.0
39,2019-08-31,3:41:13 PM.135,241.46,240.6,241.08,0.56,780.6,706.2,669.6,-3.28,-127.76,-241.6,517200,520800,30150,1.0,0.99,1.0,1.0
40,2019-08-31,3:41:43 PM.135,241.54,240.7,241.18,0.54,766.8,694.0,654.5,-1.12,-128.16,-241.78,507450,511200,31950,1.0,0.99,1.0,1.0
41,2019-08-31,3:42:13 PM.135,241.56,240.66,241.18,0.52,779.6,719.8,675.0,-1.24,-128.3,-242.02,521700,525300,34350,1.0,0.99,1.0,1.0
42,2019-08-31,3:42:43 PM.135,241.48,240.6,241.06,0.52,784.2,722.9,679.0,-1.46,-128.46,-242.3,524250,527850,36450,1.0,0.99,1.0,1.0
43,2019-08-31,3:43:13 PM.135,241.22,240.34,240.8,0.52,790.2,728.2,684.0,-1.6,-128.46,-242.36,527700,531300,37350,1.0,0.99,1.0,1.0
44,2019-08-31,3:43:43 PM.135,240.94,240.04,240.5,0.54,793.3,729.4,686.0,-1.48,-128.46,-242.36,528600,532200,37050,1.0,0.99,1.0,1.0
45,2019-08-31,3:44:13 PM.135,240.44,239.58,240.02,0.54,809.6,746.5,701.5,-2.28,-129.08,-243.28,538950,542700,45150,1.0,0.99,1.0,1.0
46,2019-08-31,3:44:43 PM.135,240.7,239.86,240.3,0.54,800.7,735.9,691.5,-2.06,-128.88,-242.96,532650,536400,42300,1.0,0.99,1.0,1.0
47,2019-08-31,3:45:13 PM.135,241.0,240.18,240.58,0.58,804.0,734.3,693.0,-1.98,-128.84,-243.12,534000,537750,42450,1.0,0.99,1.0,1.0
48,2019-08-31,3:45:43 PM.135,240.82,240.08,240.42,0.58,796.9,725.8,684.7,-1.52,-128.4,-242.62,528150,531750,37800,1.0,0.99,1.0,1.0
49,2019-08-31,3:46:13 PM.135,240.66,239.92,240.26,0.6,777.1,708.3,665.8,-1.16,-128.22,-242.36,514350,517950,34200,1.0,0.99,1.0,1.0
50,2019-08-31,3:46:43 PM.135,240.66,239.9,240.22,0.6,765.5,698.6,656.9,-1.08,-128.24,-242.38,506850,510450,33600,1.0,0.99,1.0,1.0
51,2019-08-31,3:47:13 PM.135,240.74,239.92,240.3,0.6,745.5,678.2,638.5,-10.18,-127.92,-241.74,492750,496500,28650,1.0,0.99,1.0,1.0
52,2019-08-31,3:47:43 PM.135,240.58,239.78,240.16,0.56,735.0,667.4,627.2,-2.86,-127.82,-241.46,484800,488400,26700,1.0,0.99,1.0,1.0
53,2019-08-31,3:48:13 PM.135,240.44,239.6,240.02,0.56,724.6,656.3,615.7,-182.48,-127.5,-240.82,476550,480300,22650,1.0,0.99,1.0,1.0
54,2019-08-31,3:48:43 PM.135,240.76,239.92,240.34,0.56,723.2,659.9,618.6,-316.56,-127.18,-240.64,478500,482100,20400,1.0,0.99,1.0,1.0
55,2019-08-31,3:49:13 PM.135,240.7,239.82,240.26,0.58,728.8,665.7,622.9,-338.1,-127.22,-240.68,482100,485700,20550,1.0,0.99,1.0,1.0
56,2019-08-31,3:49:43 PM.135,240.38,239.58,239.9,0.62,727.3,659.6,619.1,-259.08,-127.48,-241.1,478650,482400,22650,1.0,0.99,1.0,1.0
57,2019-08-31,3:50:13 PM.135,239.92,239.04,239.3,0.58,729.5,667.8,624.1,-105.72,-127.92,-241.4,481200,484950,25350,1.0,0.99,1.0,1.0
58,2019-08-31,3:50:43 PM.135,240.12,239.24,239.4,0.66,735.7,669.5,626.3,-132.08,-127.98,-241.7,483900,487800,26400,1.0,0.99,1.0,1.0
59,2019-08-31,3:51:13 PM.135,240.16,239.26,239.42,0.68,729.4,662.5,620.3,-141.68,-128.1,-241.78,479250,483150,26700,1.0,0.99,1.0,1.0
60,2019-08-31,3:51:43 PM.135,239.98,239.02,239.14,0.68,728.4,661.4,617.1,-96.14,-128.2,-241.86,477600,481500,27150,1.0,0.99,1.0,1.0
61,2019-08-31,3:52:13 PM.135,240.08,239.02,239.02,0.7,720.7,651.9,607.9,-208.76,-128.22,-241.72,471300,475200,25800,1.0,0.99,1.0,1.0
62,2019-08-31,3:52:43 PM.135,240.76,239.68,239.82,0.62,717.8,649.5,606.0,-95.64,-128.26,-241.6,470850,474900,26700,1.0,0.99,1.0,1.0
63,2019-08-31,3:53:13 PM.135,241.06,240.38,240.82,0.66,735.5,662.6,627.1,-0.84,-127.9,-242.02,484650,488550,29700,1.0,0.99,1.0,1.0
64,2019-08-31,3:53:43 PM.135,241.12,240.32,240.78,0.66,735.9,661.3,625.5,-0.94,-128.12,-242.06,484050,487950,30750,1.0,0.99,1.0,1.0
65,2019-08-31,3:54:13 PM.135,241.1,240.26,240.68,0.66,746.2,671.6,634.9,-22.46,-127.94,-242.04,491250,495150,30300,1.0,0.99,1.0,1.0
66,2019-08-31,3:54:43 PM.135,240.82,240.0,240.44,0.64,746.0,673.7,636.5,-5.34,-127.56,-241.68,491700,495300,27300,1.0,0.99,1.0,1.0
67,2019-08-31,3:55:13 PM.135,240.6,239.76,240.18,0.62,758.2,688.0,649.7,-0.88,-127.76,-242.0,500700,504300,30300,1.0,0.99,1.0,1.0
68,2019-08-31,3:55:43 PM.135,240.18,239.38,239.82,0.68,783.2,712.9,676.2,-1.3,-128.0,-242.66,518100,521700,35400,1.0,0.99,1.0,1.0
69,2019-08-31,3:56:13 PM.135,240.16,239.36,239.78,0.68,810.8,741.6,704.6,-1.6,-128.06,-243.04,538500,541950,39000,1.0,0.99,1.0,1.0
70,2019-08-31,3:56:43 PM.135,240.2,239.42,239.84,0.64,807.6,740.6,702.9,-1.9,-128.36,-243.26,537000,540750,41400,1.0,0.99,1.0,1.0
71,2019-08-31,3:57:13 PM.135,240.12,239.3,239.68,0.7,805.0,739.2,702.1,-1.76,-128.42,-243.34,535500,539250,41250,1.0,0.99,1.0,1.0
72,2019-08-31,3:57:43 PM.135,240.28,239.42,239.82,0.72,813.8,747.7,710.3,-1.72,-128.38,-243.42,542100,545700,41850,1.0,0.99,1.0,1.0
73,2019-08-31,3:58:13 PM.135,240.04,239.18,239.62,0.64,838.3,776.2,737.7,-2.0,-128.38,-243.54,561000,564450,44700,1.0,0.99,1.0,1.0
74,2019-08-31,3:58:43 PM.135,240.02,239.12,239.6,0.62,836.0,774.7,733.8,-1.7,-128.08,-243.06,559200,562500,41100,1.0,0.99,1.0,1.0
75,2019-08-31,3:59:13 PM.135,240.1,239.18,239.72,0.62,855.8,799.9,754.5,-3.06,-129.38,-244.46,573600,578100,56100,1.0,0.99,1.0,0.99
76,2019-08-31,3:59:43 PM.135,239.94,239.04,239.46,0.62,874.5,811.0,764.6,-2.8,-129.1,-244.2,583650,587550,53850,1.0,0.99,1.0,1.0
77,2019-08-31,4:00:13 PM.135,240.0,239.06,239.5,0.62,873.0,807.3,762.5,-2.78,-129.1,-244.1,582000,586050,53400,1.0,0.99,1.0,1.0
78,2019-08-31,4:00:43 PM.135,240.26,239.34,239.84,0.62,858.4,793.0,750.9,-2.14,-128.4,-243.32,573450,576900,45450,1.0,0.99,1.0,1.0
79,2019-08-31,4:01:13 PM.135,240.16,239.24,239.78,0.62,858.6,790.8,750.6,-2.0,-128.16,-243.12,572850,576150,43500,1.0,0.99,1.0,1.0
80,2019-08-31,4:01:43 PM.135,239.88,238.98,239.56,0.66,856.5,784.9,745.6,-1.98,-128.08,-242.98,569100,572550,42600,1.0,0.99,1.0,1.0
81,2019-08-31,4:02:13 PM.135,239.9,238.96,239.6,0.58,847.8,781.4,737.6,-2.06,-128.2,-242.74,564300,567750,42150,1.0,0.99,1.0,1.0
82,2019-08-31,4:02:43 PM.135,240.5,239.5,239.64,0.62,842.1,770.7,721.5,-1.38,-128.44,-242.46,557400,561000,38550,1.0,0.99,1.0,1.0
83,2019-08-31,4:03:13 PM.135,240.28,239.34,239.78,0.66,819.6,747.1,706.8,-1.36,-128.0,-242.4,542700,546150,36300,1.0,0.99,1.0,1.0
84,2019-08-31,4:03:43 PM.135,240.2,239.26,240.12,0.62,845.8,779.0,747.2,-2.02,-127.54,-242.8,566700,569700,40650,1.0,0.99,1.0,1.0
85,2019-08-31,4:04:13 PM.135,240.38,239.38,239.74,0.62,846.9,783.3,740.2,-1.54,-128.12,-242.74,565950,569400,39900,1.0,0.99,1.0,1.0
86,2019-08-31,4:04:43 PM.135,240.34,238.8,238.32,0.58,857.8,789.5,726.7,-1.02,-129.42,-242.6,564900,568950,40650,1.0,0.99,1.0,1.0
87,2019-08-31,4:05:13 PM.135,240.18,238.34,237.5,0.58,868.5,797.4,721.8,-1.04,-130.32,-242.74,566850,571500,43800,1.0,0.99,1.0,1.0
88,2019-08-31,4:05:43 PM.135,240.28,238.64,237.92,0.6,869.7,798.7,729.0,-1.48,-130.32,-243.22,569700,574350,47250,1.0,0.99,1.0,1.0
89,2019-08-31,4:06:13 PM.135,240.36,239.24,239.5,0.58,857.4,795.0,747.1,-2.46,-129.4,-243.7,571950,576000,50700,1.0,0.99,1.0,1.0
90,2019-08-31,4:06:43 PM.135,240.32,239.06,238.68,0.58,856.5,788.8,725.7,-2.46,-130.56,-243.98,563850,568650,53700,1.0,0.98,1.0,1.0
91,2019-08-31,4:07:13 PM.135,240.18,239.26,239.78,0.62,850.9,786.4,742.0,-3.1,-129.42,-244.24,567000,571200,54600,1.0,0.99,1.0,1.0
92,2019-08-31,4:07:43 PM.135,240.06,239.08,240.6,0.68,827.8,753.3,732.0,-3.64,-128.82,-243.88,551400,555750,53250,1.0,0.99,1.0,1.0
93,2019-08-31,4:08:13 PM.135,239.86,239.0,240.36,0.76,832.4,756.0,735.2,-3.64,-128.78,-244.14,553500,557850,54000,1.0,0.99,1.0,1.0
94,2019-08-31,4:08:43 PM.135,239.64,238.84,239.68,0.72,820.8,749.6,716.4,-3.34,-129.22,-244.4,543750,548250,53700,1.0,0.99,1.0,1.0
95,2019-08-31,4:09:13 PM.135,239.96,239.02,239.64,0.68,789.5,719.6,676.6,-2.6,-129.44,-243.7,520050,524550,47100,1.0,0.99,1.0,1.0
96,2019-08-31,4:09:43 PM.135,239.42,238.5,239.04,0.72,806.5,736.3,691.7,-3.92,-130.86,-245.42,528750,534750,62100,1.0,0.98,0.99,0.99
97,2019-08-31,4:10:13 PM.135,239.78,238.84,239.38,0.66,801.7,734.0,691.7,-3.2,-130.02,-244.4,529050,534000,53700,1.0,0.98,1.0,0.99
98,2019-08-31,4:10:43 PM.135,239.8,238.9,239.4,0.6,795.4,734.4,689.1,-3.2,-130.1,-244.42,527100,532050,53700,1.0,0.98,1.0,0.99
99,2019-08-31,4:11:13 PM.135,239.98,239.12,239.6,0.6,782.0,720.9,676.5,-2.46,-129.38,-243.6,518700,523050,45900,1.0,0.99,1.0,1.0
100,2019-08-31,4:11:43 PM.135,240.22,239.38,239.84,0.64,781.2,717.7,675.9,-2.28,-129.22,-243.44,518100,522450,44250,1.0,0.99,1.0,1.0
101,2019-08-31,4:12:13 PM.135,240.16,239.3,239.74,0.64,774.7,710.7,668.2,-1.86,-128.9,-243.1,513000,517200,40650,1.0,0.99,1.0,1.0
102,2019-08-31,4:12:43 PM.135,240.36,239.28,239.22,0.66,781.4,715.0,660.3,-1.58,-129.78,-243.1,513300,517950,41700,1.0,0.99,1.0,1.0
103,2019-08-31,4:13:13 PM.135,240.04,238.3,237.4,0.66,807.0,734.6,661.5,-1.6,-131.5,-243.4,521550,527250,47550,1.0,0.98,1.0,1.0
104,2019-08-31,4:13:43 PM.135,239.96,238.28,237.3,0.76,812.7,730.7,658.8,-1.34,-131.18,-243.22,521400,527100,45000,1.0,0.98,1.0,1.0
105,2019-08-31,4:14:13 PM.135,243.04,242.08,242.1,0.74,793.9,721.2,667.7,-2.62,-130.46,-244.1,525000,530400,51300,1.0,0.98,1.0,1.0
106,2019-08-31,4:14:43 PM.135,243.68,242.8,243.1,0.68,784.1,716.1,666.5,-3.0,-130.38,-244.28,522750,528150,52800,1.0,0.98,1.0,0.99
107,2019-08-31,4:15:13 PM.135,243.56,242.54,242.28,0.64,797.7,726.0,666.2,-3.34,-131.8,-244.88,526800,533100,59850,1.0,0.98,1.0,0.99
108,2019-08-31,4:15:43 PM.135,243.36,242.12,241.6,0.66,806.0,733.2,666.9,-3.46,-132.58,-245.14,529350,536250,63300,1.0,0.98,1.0,0.99
109,2019-08-31,4:16:13 PM.135,243.86,242.78,242.78,0.62,792.6,725.2,666.5,-3.5,-131.7,-244.82,526050,532350,60000,1.0,0.98,1.0,0.99
110,2019-08-31,4:16:43 PM.135,243.88,242.94,243.68,0.64,789.7,724.2,683.8,-4.14,-130.92,-245.18,530250,536100,62100,1.0,0.98,1.0,0.99
111,2019-08-31,4:17:13 PM.135,243.66,242.68,243.42,0.62,789.4,730.3,688.6,-4.16,-130.98,-245.22,532200,537900,62700,1.0,0.98,1.0,0.99
112,2019-08-31,4:17:43 PM.135,243.78,242.8,243.88,0.66,802.4,741.7,704.1,-4.2,-130.58,-244.9,542550,548100,62250,1.0,0.98,1.0,0.99
113,2019-08-31,4:18:13 PM.135,243.74,242.7,244.2,0.68,804.3,739.5,712.1,-4.1,-129.84,-244.44,545100,550050,58950,1.0,0.98,1.0,0.99
114,2019-08-31,4:18:43 PM.135,243.3,242.36,243.16,0.64,821.2,762.0,719.2,-3.54,-130.22,-244.52,555150,560100,58650,1.0,0.98,1.0,0.99
115,2019-08-31,4:19:13 PM.135,243.64,242.7,243.66,0.72,811.1,747.2,710.4,-3.42,-129.88,-244.4,547950,552750,56400,1.0,0.98,1.0,0.99
116,2019-08-31,4:19:43 PM.135,244.02,243.02,243.68,0.72,782.4,720.4,678.3,-2.5,-129.6,-243.74,527700,532200,48150,1.0,0.99,1.0,1.0
117,2019-08-31,4:20:13 PM.135,244.08,242.86,243.36,0.68,787.9,719.8,676.4,-2.5,-129.82,-243.54,528000,532650,48000,1.0,0.99,1.0,1.0
118,2019-08-31,4:20:43 PM.135,244.18,243.22,243.44,0.7,785.3,717.5,667.1,-2.64,-130.4,-243.96,524550,529800,50850,1.0,0.98,1.0,1.0
119,2019-08-31,4:21:13 PM.135,244.38,243.42,243.42,0.66,773.5,705.5,650.3,-2.42,-130.76,-243.76,514800,520350,49500,1.0,0.98,1.0,1.0
120,2019-08-31,4:21:43 PM.135,244.18,243.08,243.36,0.68,762.6,695.7,647.7,-2.28,-130.26,-243.52,508950,514050,46650,1.0,0.98,1.0,1.0
121,2019-08-31,4:22:13 PM.135,244.08,242.8,242.92,0.66,794.5,725.7,674.2,-2.48,-130.34,-243.68,529800,534900,49650,1.0,0.98,1.0,1.0
122,2019-08-31,4:22:43 PM.135,244.18,243.0,243.4,0.6,818.8,755.7,710.4,-3.28,-130.16,-244.34,552450,557400,56400,1.0,0.98,1.0,0.99
123,2019-08-31,4:23:13 PM.135,243.7,242.58,242.9,0.58,829.7,768.5,717.1,-3.62,-130.58,-244.7,558450,563700,60600,1.0,0.98,1.0,0.99
124,2019-08-31,4:23:43 PM.135,243.72,242.58,242.84,0.58,832.7,774.5,722.1,-3.72,-131.0,-244.88,561450,567000,63000,1.0,0.98,1.0,0.99
125,2019-08-31,4:24:13 PM.135,243.78,242.86,243.34,0.6,829.5,773.7,723.4,-3.92,-130.74,-245.2,561450,567000,64350,1.0,0.98,1.0,0.99
126,2019-08-31,4:24:43 PM.135,243.42,242.46,242.8,0.66,840.6,779.2,728.9,-3.64,-130.64,-245.16,565950,571350,63000,1.0,0.98,1.0,0.99
127,2019-08-31,4:25:13 PM.135,243.06,242.16,242.4,0.68,849.7,785.6,732.5,-3.68,-130.68,-245.34,569850,575400,64350,1.0,0.98,1.0,0.99
128,2019-08-31,4:25:43 PM.135,243.18,242.18,242.52,0.64,848.0,787.5,732.7,-3.74,-130.82,-245.18,570000,575550,64650,1.0,0.98,1.0,0.99
129,2019-08-31,4:26:13 PM.135,243.08,241.76,241.8,0.7,856.6,792.7,733.1,-3.5,-131.08,-245.16,572400,578250,64350,1.0,0.98,1.0,0.99
130,2019-08-31,4:26:43 PM.135,242.96,241.92,241.9,0.68,842.2,774.5,715.9,-3.6,-131.1,-245.26,560400,566250,63750,1.0,0.98,1.0,0.99
131,2019-08-31,4:27:13 PM.135,242.74,241.8,241.7,0.68,830.6,765.5,706.6,-3.98,-131.54,-245.72,552300,558450,67050,1.0,0.98,1.0,0.99
132,2019-08-31,4:27:43 PM.135,242.66,241.7,241.62,0.66,840.0,777.9,717.9,-4.12,-131.54,-245.82,560100,566250,68700,1.0,0.98,1.0,0.99
133,2019-08-31,4:28:13 PM.135,243.18,242.24,242.16,0.64,823.2,761.5,701.4,-3.72,-131.22,-245.42,549750,555600,63750,1.0,0.98,1.0,0.99
134,2019-08-31,4:28:43 PM.135,243.14,242.28,242.32,0.68,828.4,767.9,710.9,-3.74,-131.0,-245.46,555000,560700,64050,1.0,0.98,1.0,0.99
135,2019-08-31,4:29:13 PM.135,243.38,242.3,242.22,0.66,823.2,761.1,704.8,-3.86,-131.4,-245.48,550650,556500,65100,1.0,0.98,1.0,0.99
136,2019-08-31,4:29:43 PM.135,243.54,242.5,242.44,0.64,834.4,774.4,718.2,-3.8,-131.14,-245.42,560400,566100,64950,1.0,0.98,1.0,0.99
137,2019-08-31,4:30:13 PM.135,243.84,242.96,243.08,0.74,793.8,733.2,684.6,-2.66,-130.1,-244.38,534150,538950,52050,1.0,0.98,1.0,1.0
138,2019-08-31,4:30:43 PM.135,243.88,243.06,243.2,0.76,791.8,731.8,682.0,-2.66,-130.06,-244.34,532950,537750,51900,1.0,0.99,1.0,1.0
139,2019-08-31,4:31:13 PM.135,244.08,243.28,243.48,0.72,779.3,720.1,670.0,-2.38,-129.78,-243.92,524700,529350,48150,1.0,0.99,1.0,1.0
140,2019-08-31,4:31:43 PM.135,244.04,243.2,243.42,0.7,769.3,706.4,659.3,-2.66,-130.12,-244.12,515850,520800,49800,1.0,0.98,1.0,1.0
141,2019-08-31,4:32:13 PM.135,243.62,242.7,242.92,0.72,775.7,711.5,661.2,-3.06,-130.64,-244.54,517950,523350,54000,1.0,0.98,1.0,0.99
142,2019-08-31,4:32:43 PM.135,243.36,242.48,242.6,0.74,776.6,710.6,660.0,-2.82,-130.44,-244.46,517200,522450,52200,1.0,0.98,1.0,0.99
143,2019-08-31,4:33:13 PM.135,243.66,242.84,242.96,0.74,774.2,702.9,653.2,-2.68,-130.22,-244.14,514050,519300,49950,1.0,0.98,1.0,1.0
144,2019-08-31,4:33:43 PM.135,243.78,242.92,243.02,0.72,760.6,688.7,637.6,-2.3,-130.1,-243.68,503700,508800,46050,1.0,0.98,1.0,1.0
145,2019-08-31,4:34:13 PM.135,243.84,243.02,243.1,0.7,744.0,673.0,624.2,-2.18,-130.16,-243.62,492750,498000,44700,1.0,0.98,1.0,1.0
146,2019-08-31,4:34:43 PM.135,243.94,243.14,243.2,0.72,735.6,663.4,613.6,-2.14,-130.22,-243.6,486000,491250,44100,1.0,0.98,1.0,1.0
147,2019-08-31,4:35:13 PM.135,243.88,243.08,243.18,0.6,744.3,679.0,624.5,-2.02,-129.98,-243.28,494550,499500,42900,1.0,0.99,1.0,1.0
148,2019-08-31,4:35:43 PM.135,243.64,242.92,242.98,0.64,754.8,689.4,634.8,-2.14,-129.86,-243.58,501900,506700,44400,1.0,0.99,1.0,1.0
149,2019-08-31,4:36:13 PM.135,243.74,242.96,242.92,0.62,745.0,682.2,623.7,-2.28,-130.4,-243.82,494700,500100,46200,1.0,0.98,1.0,1.0
150,2019-08-31,4:36:43 PM.135,243.34,242.52,242.62,0.62,774.0,712.9,657.0,-3.14,-130.8,-244.52,516150,521700,54450,1.0,0.98,1.0,0.99
151,2019-08-31,4:37:13 PM.135,243.34,242.4,242.62,0.62,755.1,693.4,637.9,-3.12,-130.86,-244.4,502050,507750,52800,1.0,0.98,1.0,0.99
152,2019-08-31,4:37:43 PM.135,243.38,242.42,242.66,0.6,776.7,714.4,660.0,-3.3,-130.84,-244.48,517650,523200,55200,1.0,0.98,1.0,0.99
153,2019-08-31,4:38:13 PM.135,243.32,242.36,242.56,0.62,812.1,751.3,696.1,-3.3,-130.54,-244.54,544350,549600,57150,1.0,0.98,1.0,0.99
154,2019-08-31,4:38:43 PM.135,243.12,242.08,242.28,0.66,822.1,764.5,708.7,-3.18,-130.52,-244.74,552450,557550,58200,1.0,0.98,1.0,0.99
155,2019-08-31,4:39:13 PM.135,242.8,241.78,241.96,0.62,825.4,771.2,712.2,-3.36,-130.64,-244.86,554850,560100,59850,1.0,0.98,1.0,0.99
