Track Name,Track_URI,Artist Name,Artist URI,Artist Info,Artist Pop,Album,Genres,dance,acoustic,energy,instrumental,liveness,loudness,speech,tempo,valence,track_popular,duration_ms
Love Me Again,spotify:track:2N0SPREDYqILVEFSsWF5N5,V,spotify:artist:3JsHnjpbhX4SnySpvpa9DK,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Layover,['pop'],0.633,0.183,0.607,1.38E-06,0.167,-6.182,0.0532,74.029,0.363,93,182293
As It Was,spotify:track:4Dvkj6JhhA12EX05fT7y2e,Harry Styles,spotify:artist:6KImCVD70vtIoJWnq6nGn3,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Harry's House,['pop'],0.52,0.342,0.731,0.00101,0.311,-5.338,0.0557,173.93,0.662,92,167303
Holanda,spotify:track:6irysuQyZWd7Bjj7ePiOs2,Jhayco,spotify:artist:6nVcHLIgY5pE2YCl8ubca1,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Holanda,['pop'],0.831,0.277,0.759,0,0.125,-3.627,0.0502,107.961,0.244,92,231693
Slow Dancing,spotify:track:5h1BN75CEh8wdSwE1xrbSe,V,spotify:artist:3JsHnjpbhX4SnySpvpa9DK,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Layover,['pop'],0.579,0.257,0.63,0.00462,0.0986,-7.758,0.058,155.96,0.552,92,187027
Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,The Weeknd,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Starboy,['pop'],0.679,0.141,0.587,6.35E-06,0.137,-7.015,0.276,186.003,0.486,92,230453
Prada,spotify:track:59NraMJsLaMCVtwXTSia8i,cassö,spotify:artist:5wCmhq5J2hPwL2r0eKurxn,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Prada,['pop'],0.638,0.001,0.717,1.79E-06,0.113,-5.804,0.0375,141.904,0.422,91,132359
get him back!,spotify:track:2gyxAWHebV7xPYVxqoi86f,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.546,0.0135,0.846,0,0.607,-5.719,0.181,162.043,0.74,91,211141
QLONA,spotify:track:5RqSsdzTNPX1uzkmlHCFvK,KAROL G,spotify:artist:790FomKkXshlbRYZFtlgla,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,MAÑANA SERÁ BONITO (BICHOTA SEASON),['pop'],0.841,0.52,0.738,0,0.0892,-7.455,0.307,169.918,0.484,91,172798
I Remember Everything (feat. Kacey Musgraves),spotify:track:4KULAymBBJcPRpk1yO4dOG,Zach Bryan,spotify:artist:40ZNYROS4zLfyyBSs2PGe2,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Zach Bryan,['pop'],0.429,0.554,0.453,2.00E-06,0.102,-7.746,0.0459,77.639,0.155,91,227196
Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,SZA,spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,SOS,['pop'],0.644,0.0521,0.735,0.144,0.161,-5.747,0.0391,88.98,0.418,91,153947
vampire,spotify:track:1kuGVB7EU95pJObxwvfwKS,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.511,0.177,0.532,0,0.291,-5.745,0.0578,138.005,0.35,91,219724
Strangers,spotify:track:5mjYQaktjmjcMKcUIcqz4s,Kenya Grace,spotify:artist:7uMDnSZyUYNBPLhPMNuaM2,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Strangers,['pop'],0.628,0.701,0.523,0.00274,0.219,-8.307,0.0946,169.982,0.416,90,172965
Heeriye (feat. Arijit Singh),spotify:track:5PUXKVVVQ74C3gl5vKy9Li,Jasleen Royal,spotify:artist:74OaRjmyh0XyRZsQQQ5l7c,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Heeriye (feat. Arijit Singh),['pop'],0.728,0.516,0.494,0.00384,0.0759,-9.628,0.0256,105.007,0.558,90,194857
bad idea right?,spotify:track:3IX0yuEVvDbnqUwMBB3ouC,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.627,0.00193,0.879,6.87E-06,0.0647,-3.446,0.0955,129.979,0.748,90,184784
Que Onda,spotify:track:6uIIdjYTxxpWOyWuVXrKQO,Calle 24,spotify:artist:6dLuQ5qXxIuWc5urxfIiZR,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Que Onda,['pop'],0.808,0.183,0.944,1.11E-06,0.138,-4.863,0.0408,124.934,0.937,89,191467
all-american bitch,spotify:track:34sOdxWu9FljH84UXdRwu1,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.43,0.254,0.692,4.17E-06,0.148,-4.234,0.0429,156.261,0.401,89,165834
the grudge,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.548,0.916,0.307,0,0.0828,-9.214,0.0781,127.923,0.317,88,189386
MI EX TENÍA RAZÓN,spotify:track:54zcJnb3tp9c5OVKREZ1Is,KAROL G,spotify:artist:790FomKkXshlbRYZFtlgla,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,MAÑANA SERÁ BONITO (BICHOTA SEASON),['pop'],0.634,0.0776,0.725,0,0.211,-4.945,0.0587,159.845,0.795,87,154375
love is embarrassing,spotify:track:26QLJMK8G0M06sk7h7Fkse,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.52,0.00261,0.831,0,0.156,-3.432,0.0968,160.035,0.677,87,154517
lacy,spotify:track:6QT6j7rKt7Vk3IuV2AUO9W,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.455,0.803,0.379,0,0.109,-7.628,0.0341,76.967,0.413,87,177212
making the bed,spotify:track:5CscrLqFBgPfZR8fGtikov,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.537,0.346,0.413,0,0.12,-7.736,0.0319,133.21,0.226,87,198867
ballad of a homeschooled girl,spotify:track:5sp71CUt0jXRNqHblPGp7b,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.385,0.0557,0.873,0,0.353,-3.331,0.069,120.393,0.469,87,203369
logical,spotify:track:53dtP2iUMvaF28JZcHnFuU,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.499,0.853,0.246,0,0.1,-8.082,0.0345,81.051,0.153,87,231907
pretty isn’t pretty,spotify:track:6W9l02gRsXVxzIuQC1oc1X,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.554,0.00394,0.854,1.78E-06,0.0798,-4.338,0.0561,123.926,0.594,86,199422
Primera Cita,spotify:track:25OeKzcqakFPaJlXHPE5lm,Carin Leon,spotify:artist:66ihevNkSYNzRAl44dx6jJ,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,Colmillo De Leche,['pop'],0.535,0.597,0.395,6.78E-05,0.0969,-7.805,0.0634,157.795,0.488,85,186456
teenage dream,spotify:track:7fesNTgTEMEH0ye8MOgEDY,Olivia Rodrigo,spotify:artist:1McMsnEElThX1knmY4oliG,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,GUTS,['pop'],0.422,0.816,0.229,0,0.109,-10.208,0.0362,135.82,0.104,85,222358
Style,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,Taylor Swift,spotify:artist:06HL4z0CvFAxyc27GXpf02,"{'external_urls': {'spotify': 'https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02'}, 'followers': {'href': None, 'total': 86581288}, 'genres': ['pop'], 'href': 'https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02', 'id': '06HL4z0CvFAxyc27GXpf02', 'images': [{'height': 640, 'url': 'https://i.scdn.co/image/ab6761610000e5eb6a224073987b930f99adc706', 'width': 640}, {'height': 320, 'url': 'https://i.scdn.co/image/ab676161000051746a224073987b930f99adc706', 'width': 320}, {'height': 160, 'url': 'https://i.scdn.co/image/ab6761610000f1786a224073987b930f99adc706', 'width': 160}], 'name': 'Taylor Swift', 'popularity': 100, 'type': 'artist', 'uri': 'spotify:artist:06HL4z0CvFAxyc27GXpf02'}",100,1989,['pop'],0.598,0.00253,0.786,0.0016,0.117,-5.572,0.0383,95.019,0.456,82,231000
